"","x"
"1",13.1370425962882
"2",13.0698283710104
"3",12.811404063834
"4",13.1670131861328
"5",13.1113054769384
"6",12.8770497415235
"7",12.8064591481472
"8",12.7001616764758
"9",12.9580295700327
"10",14.0067823325319
"11",12.885608541198
"12",14.3440755499201
"13",12.9840592955831
"14",13.0569885735266
"15",12.5950045118939
"16",12.6706953263089
"17",14.2814509318336
"18",13.1430907287083
"19",13.8244376096584
"20",12.7213243451913
"21",12.6447874200289
"22",14.1750416352864
"23",13.473241673346
"24",14.0076870616618
"25",13.6304642030511
"26",12.6899997094378
"27",12.614029475031
"28",13.3508083821403
"29",12.6378853314682
"30",12.6736410089385
"31",12.8366560387291
"32",13.3231859275565
"33",12.7712536102363
"34",14.0736565063955
"35",14.1721391904632
"36",12.6599792292034
"37",12.4542472413648
"38",13.0285956727948
"39",14.4384852282034
"40",12.8901744934352
"41",12.8604578319621
"42",12.537858477876
"43",14.9595171190132
"44",13.9242216659592
"45",12.4869285182031
"46",13.1624545833215
"47",13.5207927912083
"48",13.9061743629555
"49",12.9117164343269
"50",14.1231281816524
"51",13.2043021286582
"52",13.6094613978853
"53",14.1152511718467
"54",13.1448371497906
"55",14.5954208596056
"56",14.7681973574431
"57",12.3953646540827
"58",13.4663530446094
"59",13.3575862343877
"60",12.7430784032508
"61",13.0318049921843
"62",14.4617814876736
"63",12.5177845328149
"64",13.9257405917121
"65",13.3385043417325
"66",12.5982482017672
"67",12.4466291342732
"68",12.8287903856084
"69",13.5872210891199
"70",12.5651198979361
"71",13.3956703291053
"72",12.4714121163854
"73",13.2498415935389
"74",13.5255370393054
"75",13.149458578378
"76",12.3948564392865
"77",12.6369727554708
"78",13.0244853328849
"79",12.5827438814064
"80",12.6817385140026
"81",12.6661413724686
"82",13.0498636473912
"83",12.889156263704
"84",14.1968770945053
"85",13.4418834414342
"86",12.6569330616584
"87",12.6057395012434
"88",13.518551598605
"89",14.4107891833135
"90",12.8994956330575
"91",13.9237336268889
"92",13.2314599476324
"93",14.221527915614
"94",13.2950599899588
"95",12.3017787421798
"96",13.2066040571864
"97",13.7343316195468
"98",13.049959673165
"99",13.8445827717701
"100",12.962261507761
"101",12.7279306749042
"102",12.6281364066625
"103",13.4793240228407
"104",13.6437414415511
"105",13.0686462370887
"106",13.367047582136
"107",12.770773005241
"108",13.4003883327772
"109",12.9919406579948
"110",13.4965703280743
"111",12.7667926794777
"112",13.4586388885074
"113",13.6854818004566
"114",13.6116810172064
"115",12.8210377299769
"116",13.0626246923999
"117",13.0301533684398
"118",13.9418456031267
"119",12.7844678218494
"120",12.8738223328655
"121",14.3080553431485
"122",13.1444812866087
"123",12.5044166401789
"124",12.7675553235376
"125",13.8179413334997
"126",12.7011573553719
"127",12.9609637901261
"128",12.812094324815
"129",13.6187074012448
"130",13.1425298358254
"131",14.3114381614324
"132",13.5293957282175
"133",13.3735552822087
"134",13.7611700247701
"135",14.0032499295018
"136",13.1042949226344
"137",13.1212347820191
"138",13.1902259996707
"139",13.0494136316283
"140",15.0374130041975
"141",12.8023065262081
"142",13.124031108987
"143",13.4824806227859
"144",12.8875616535781
"145",12.9106086113012
"146",12.5346203138682
"147",12.5441826964919
"148",13.1852621930131
"149",13.6862683751862
"150",13.4117300835166
"151",12.4488885632002
"152",12.7961784971461
"153",12.6710737249472
"154",12.4566405811006
"155",12.89374100361
"156",14.0301401473328
"157",12.9932917933755
"158",13.953753482615
"159",13.4719232402147
"160",12.7817463970274
"161",12.3982568650687
"162",13.6425979867007
"163",12.837000515838
"164",12.5322335064855
"165",13.2074594631396
"166",12.3946741678396
"167",12.355722504186
"168",12.8730281801649
"169",12.7027831176833
"170",13.1815327856285
"171",13.5397743665833
"172",13.2208602205268
"173",12.767576879599
"174",12.7577681408032
"175",14.1107369271195
"176",12.7159098976469
"177",13.489849306556
"178",14.347892980964
"179",13.7014094484866
"180",12.7337353942868
"181",13.5011402365318
"182",13.3909236086103
"183",14.5119077603859
"184",13.4312837336754
"185",13.9991207258775
"186",13.7697576539639
"187",13.3418620001128
"188",14.1291761268368
"189",12.910037407533
"190",12.479153423109
"191",13.6980565539441
"192",13.0210808190118
"193",13.0271564792077
"194",13.0433741388072
"195",12.7517761133873
"196",12.8076764995484
"197",13.7444228767127
"198",14.2259422550873
"199",14.8288677949095
"200",12.5040922239666
"201",12.6670912327287
"202",13.5870800336202
"203",13.8211416221321
"204",12.9902535220561
"205",13.5243644030499
"206",13.65347972008
"207",12.7644941739162
"208",13.1397132133577
"209",12.6107822477109
"210",13.6094795944811
"211",14.1195713854124
"212",12.5157605762971
"213",13.5193429508426
"214",12.8431566838616
"215",13.1217937862462
"216",13.4909222059202
"217",12.9264386123601
"218",13.1349792713377
"219",13.9976783884467
"220",13.1651765394919
"221",12.8745867687223
"222",12.9894943094507
"223",13.9088390091942
"224",13.2756831418281
"225",13.4857723479902
"226",13.3298077843016
"227",13.4330632127187
"228",12.614188622485
"229",13.4422300165112
"230",12.8663804988625
"231",13.0495351895229
"232",13.8369392992502
"233",13.4231521276098
"234",12.8753941220355
"235",12.5742223148406
"236",13.4392919974791
"237",13.4881428087891
"238",13.0486631822164
"239",14.0557503243861
"240",12.5606195823432
"241",12.483887181009
"242",13.3343464034458
"243",13.3371856427308
"244",12.7368991332145
"245",13.1389260878887
"246",13.0467621824028
"247",13.9408152163597
"248",14.7355905632954
"249",14.4854000778389
"250",13.3084164475276
"251",13.277325569208
"252",13.3025745937617
"253",13.9817025379353
"254",13.3387656211348
