"","x"
"1",11.9166606055273
"2",12.396976027426
"3",11.9320224978083
"4",12.1487634347706
"5",10.6333796289363
"6",11.4472848137125
"7",12.1241254004737
"8",10.3620928636906
"9",11.3941284562491
"10",10.6336724447144
"11",12.3702007156453
"12",10.397178629616
"13",11.0276705177628
"14",10.8180162725975
"15",11.7540094871592
"16",12.3621649232897
"17",11.6447668621019
"18",11.172214873704
"19",10.9598631385985
"20",11.4253441084602
"21",12.1774811777822
"22",11.2930179893751
"23",12.0866975825964
"24",11.5248835444052
"25",12.0472805778911
"26",11.2713140786443
"27",10.9013906457073
"28",12.4365436022064
"29",11.8623564504173
"30",12.2544378455128
"31",11.7197684809285
"32",11.1616964008697
"33",12.5058080333027
"34",12.1066118209903
"35",11.7363802822618
"36",11.8893103259823
"37",12.1972360801026
"38",10.1075725526322
"39",11.4799156953539
"40",11.1200644577188
"41",11.923413680283
"42",11.830788105074
"43",11.8199195727292
"44",11.1325318444013
"45",11.3965406439477
"46",11.4825624910661
"47",11.8196469830267
"48",11.3175465825321
"49",11.9702924835278
"50",10.1989261059405
"51",12.2943215283301
"52",12.6025990552214
"53",9.28837372392191
"54",11.7683893690823
"55",11.4402219748866
"56",11.5862784542533
"57",11.6850294899193
"58",11.8601335319152
"59",9.94982893419998
"60",12.0819797674698
"61",12.2950368428149
"62",11.7305987869973
"63",11.8696061316545
"64",11.1448475345717
"65",10.5919824960126
"66",12.0406189807415
"67",12.1259257606094
"68",11.8886048797401
"69",12.0541064234973
"70",11.2965423738671
"71",10.9341425028332
"72",11.9553222069446
"73",10.6301244268751
"74",11.3309520596126
"75",11.6513339350692
"76",10.8697260570504
"77",11.0783894792406
"78",12.1855243982397
"79",11.2854584618258
"80",11.1934953442489
"81",11.2777592804548
"82",12.2720969022147
"83",12.4652284436144
"84",12.1954524858963
"85",12.0258790828581
"86",11.8702499997741
"87",11.6348269448717
"88",12.0388951198881
"89",12.3484172372797
"90",12.4549294965647
"91",11.5580850732215
"92",11.4154853412291
"93",10.9876434667135
"94",12.296751367876
"95",12.2604741170947
"96",10.7547229981835
"97",12.2099440855471
"98",12.4104340117736
"99",11.4519232928987
"100",10.8859486027845
"101",11.1476782051186
"102",11.8417307628243
"103",12.2025081567311
"104",11.4679774860407
"105",12.2326710607638
"106",12.1914460288343
"107",12.0222215939517
"108",12.4858687118009
"109",12.2326977388384
"110",11.96229961946
"111",11.4917635552506
"112",12.1889378394077
"113",10.9897538521916
"114",11.5903318774422
"115",11.4097934055114
"116",11.9267934998895
"117",12.3014052751738
"118",12.3180256974614
"119",12.0254738061569
"120",11.6685300529914
"121",11.8318152231508
"122",12.0166078775315
"123",12.1132481801348
"124",12.0966707378353
"125",11.4770901391767
"126",12.1391239377243
"127",11.2112772780558
"128",11.3452075555766
