"","x"
"1",8.33622464645597
"2",9.76903460245178
"3",10.3649006520931
"4",12.2168332145111
"5",10.5434967169236
"6",11.511270816148
"7",9.08388583567319
"8",10.7346778616704
"9",10.7281326178294
"10",9.61434101601214
"11",9.53916447969018
"12",9.9232453524676
"13",10.299059799948
"14",9.4382941388374
"15",11.3149771776954
"16",11.1547003140892
"17",10.8200685006138
"18",10.9499584948473
"19",9.61862524346114
"20",10.6382176460588
"21",10.0886225512902
"22",9.05209229024265
"23",10.2734232314613
"24",9.97566830695307
"25",9.9088547222156
"26",9.60395715951681
"27",8.85017957431662
"28",9.46380266598603
"29",10.25858617069
"30",10.8412325462679
"31",9.51006871769987
"32",9.70120186361571
"33",9.91551264912726
"34",12.3887559139793
"35",10.737793845857
"36",10.1678476013881
"37",10.0492168820913
"38",8.37261004974915
"39",8.17173882559915
"40",9.33617696594403
"41",10.5496536129913
"42",9.16052814542205
"43",11.7287492676886
"44",10.9706365328807
"45",10.6837232877351
"46",10.1646869796849
"47",10.5667303684037
"48",7.21273089496791
"49",10.2335351807926
"50",11.7605292764931
"51",9.51382865141583
"52",9.55990640869175
"53",11.1973026422309
"54",10.2620876990837
"55",10.3560338675294
"56",9.81887421852248
"57",9.42940070619328
"58",9.16019353813684
"59",8.35615089783478
"60",10.8346909796631
"61",10.5927405458088
"62",9.3389292028995
"63",10.4604037859291
"64",11.2916637851957
"65",9.66370343929347
"66",10.8466447633749
"67",10.9773556917431
"68",11.1031559890612
"69",10.0464794752372
"70",10.3302976042566
"71",9.67192957837141
"72",9.09692254461797
"73",9.56663161474259
"74",10.6812106041334
"75",9.01664352836586
"76",9.45007932202375
"77",11.4859523791752
"78",8.91102764070903
"79",8.02068931284095
"80",10.4699862900908
"81",9.62859812323559
"82",10.4674622751671
"83",11.0236878637434
"84",9.77705385252153
"85",9.99490455841314
"86",10.9590552350103
"87",9.89949112646854
"88",10.1880441643964
"89",9.9466947993669
"90",10.4121957047082
"91",10.6620239598392
"92",8.84866844189827
"93",7.74360355656973
"94",11.1418830538721
"95",8.82786864815625
"96",9.92665710495752
"97",8.4611485557686
"98",9.73201366256995
"99",9.58723519037591
"100",9.29764724666874
"101",8.52227978758376
"102",10.9366331866492
"103",11.4097679438569
"104",9.52181954206602
"105",8.02144359692157
"106",9.32635315306514
"107",10.6439473764074
"108",10.8282562092498
"109",8.94269237524673
"110",8.35908787213234
"111",11.2021626847691
"112",8.3768752267409
"113",9.84651454089238
"114",10.0422440031411
"115",10.8843609241191
"116",8.81708157127514
"117",9.4634846998782
"118",10.8884959662991
"119",8.91530886919346
"120",10.5669429394427
"121",10.7809668821819
"122",8.65025630620769
"123",9.40709868258017
"124",10.3767800966002
"125",9.30007293574589
"126",10.7972727922765
"127",10.3034848092193
"128",10.2559807874871
"129",10.7552975392666
"130",9.10298768888352
"131",10.7954418416247
"132",11.0505690527022
"133",9.38006722355705
"134",10.7296666230577
"135",10.8659886579289
"136",9.76095748065299
"137",9.45998082977539
"138",10.3928898767995
"139",10.4696175315251
"140",10.2775575640124
"141",9.70989260750315
"142",9.79732104097236
"143",11.1498179838131
"144",10.2694061710725
"145",8.16098081126422
"146",9.92566650831836
"147",11.3212465217584
"148",9.2876390456091
"149",8.60664416252194
"150",9.6215856827741
"151",10.1821144192681
"152",10.590074365834
"153",9.53795897747371
"154",9.66373212958976
"155",8.34844113770071
"156",10.7536669782807
"157",11.7808693435251
"158",12.0865511671301
"159",9.73381755979121
"160",8.20451183053829
"161",10.5442756315832
"162",9.80618514855048
"163",8.53313601405828
"164",9.73281095023399
"165",7.94965271428227
"166",11.7099197962336
"167",8.46709376174678
"168",11.2466991055793
"169",10.8658887075786
"170",11.2981655812397
"171",11.5537838885103
"172",10.1510324422974
"173",9.42112450959874
"174",9.179769629812
"175",8.82652180105672
"176",11.5143298232168
"177",10.66192618928
"178",8.73923093966525
"179",10.5917301144495
"180",10.91869050453
"181",9.9864547942792
"182",10.3787512931459
"183",8.93153090304465
"184",10.4975004431215
"185",9.97453421975601
"186",9.32052406631039
"187",10.3461236573292
"188",10.9786552010486
"189",9.54969758020534
"190",8.57289541489942
"191",8.6670219256153
"192",9.60121365125732
"193",10.1021075594119
"194",10.2866827023726
"195",10.6141169657119
"196",9.83781424586645
"197",9.76207472344153
"198",11.0913377678638
"199",9.772518240444
"200",9.93648023884444
"201",16.2893422997436
"202",13.8983097391303
"203",13.9022783976138
"204",14.8178943132726
"205",16.2895012720598
"206",16.3195132611981
"207",16.6761740679916
"208",16.6869926210696
"209",13.234880215706
"210",14.43297969736
"211",15.1086505551649
"212",15.7413277901072
"213",15.2603524328616
"214",16.704003080755
"215",15.3870135024588
"216",14.098133268838
"217",13.805834090224
"218",13.6362512774406
"219",13.364599714293
"220",14.3754125198915
"221",15.1612565634786
"222",16.7929487869562
"223",13.6944102128643
"224",15.4223713809028
"225",15.0755406289303
"226",16.1786984797251
"227",13.3229661386175
"228",15.4101145542789
"229",13.9106542621878
"230",12.6321721204977
"231",15.4355897972638
"232",16.9297675669956
"233",13.3331864920863
"234",15.5030281649595
"235",16.6989325956524
"236",14.933222782877
"237",16.2777034637871
"238",16.6766389384359
"239",15.2878734593344
"240",12.8807660413025
"241",16.618413085132
"242",13.2907647022362
"243",14.3048465799324
"244",15.6785716884126
"245",14.5606192139546
"246",15.5232604547041
"247",16.1395731413092
"248",15.6743417869161
"249",13.8994006412173
"250",14.3096012851603
"251",13.7413102173094
"252",17.7923294277996
"253",17.2923031297904
"254",16.6132091185836
"255",12.291127972887
"256",15.8765757349231
"257",13.811413123705
"258",12.505126271974
"259",14.7664230842118
"260",15.2705816433343
"261",15.5166996415661
"262",13.87556361141
"263",15.4408179118542
"264",17.3062266702517
"265",17.0295987852509
"266",17.1184695528476
"267",14.8509927753297
"268",15.6650451822011
"269",16.0238135647309
"270",16.9192005345585
"271",14.0513993643549
"272",13.4001438823016
"273",14.759634328748
"274",16.5286371134224
"275",14.3849934378992
"276",18.5940565241926
"277",15.1729027037413
"278",15.4254164108669
"279",14.6252053358198
"280",15.0076234994055
"281",16.3255602307745
"282",16.4188661665825
"283",18.2836874410336
"284",15.1193219337387
"285",15.5302047735223
"286",16.8018751744199
"287",14.0234166158406
"288",15.5612710520925
"289",15.4908454311144
"290",15.7648094602194
"291",15.8729853729815
"292",15.0924363845566
"293",14.5797729352816
"294",15.4272328308046
"295",13.6945301747792
"296",16.6784702789758
"297",12.1384427202349
"298",16.5975586067825
"299",16.6727287558477
"300",14.1649272806836
"301",17.8319395478912
"302",14.9116611355893
"303",15.391383386033
"304",14.9661863223474
"305",14.3943368708919
"306",16.02357484295
"307",15.5752428373301
"308",15.528575340323
"309",13.446725323199
"310",17.1224689508725
"311",17.4738100053295
"312",14.1659269508097
"313",16.5833640198789
"314",14.28505686787
"315",13.0787325750158
"316",14.9771034406589
"317",14.0525109600999
"318",15.5625520386189
"319",15.1769639755691
"320",15.994259765942
"321",14.7782471878108
"322",16.1922751488252
"323",14.7516452638269
"324",16.6308522476501
"325",14.8414088198632
"326",17.5365292856373
"327",15.8397792474215
"328",16.4056972863449
"329",17.6200955446986
"330",12.3355338489
"331",13.5678880082433
"332",15.5962932471125
"333",13.4724761492862
"334",12.9518944134271
"335",13.5109882454845
"336",14.3224232438543
"337",12.2962688984406
"338",14.9669236107794
"339",17.0002028936079
"340",15.0440869137049
"341",15.3156932366182
"342",16.994180907702
"343",16.0449111070354
"344",16.1103680874306
"345",15.8413181024625
"346",16.8902496029713
"347",13.3298903608239
"348",16.6514113695039
"349",10.5027682321628
"350",14.7688755475921
"351",12.643225766345
"352",17.9730087330339
"353",15.4529170240217
"354",13.2658798200166
"355",17.5645330774938
"356",15.0209570412476
"357",18.0681302796348
"358",12.8655350612951
"359",15.1122915814999
"360",15.0412888472869
"361",14.4681380166138
"362",13.8259365583082
"363",13.0912598030956
"364",15.1292937243415
"365",12.4010195318832
"366",15.6962803478306
"367",14.5690358647764
"368",15.8874573842695
"369",13.6978320768554
"370",16.2683338891094
"371",13.8857128289987
"372",16.7164928875157
"373",14.1821778746911
"374",12.0921619370504
"375",16.9117425898396
"376",15.3284346101805
"377",13.4393383550517
"378",14.6136029956799
"379",13.3293892993072
"380",15.7408473958457
"381",13.5618015577912
"382",15.3557161620657
"383",18.1093614993115
"384",12.8131759250702
"385",12.5233061411126
"386",13.4269060988559
"387",15.8483058258076
"388",16.523255625015
"389",16.1513974818361
"390",15.0665146647822
"391",18.4068492046646
"392",17.2826696455674
"393",11.6669997870236
"394",14.5717456855474
"395",15.4478310551394
"396",15.2320606254642
"397",14.4312742527439
"398",14.5651323236914
"399",16.2804958329394
"400",13.993491338387
