"","x"
"1",0.0257829225801383
"2",0.0969376378337741
"3",0.028380935050263
"4",0.0921540079741054
"5",0.0649288312153626
"6",0.0283739980507867
"7",0.0604054472530784
"8",0.0240160130597672
"9",0.042966035144364
"10",0.085015384290619
"11",0.0501569918162757
"12",0.0629101530087322
"13",0.00156123628083094
"14",0.0120851034418665
"15",0.0907941636633894
"16",0.0864292706666126
"17",0.0305420037900997
"18",0.0808777446105205
"19",0.0728916544106471
"20",0.0784725877919287
"21",0.0591057625492977
"22",0.0763707782510281
"23",0.295515891216558
"24",0.0441776027113454
"25",0.0908754651332455
"26",0.0235946606289247
"27",0.0678311429111477
"28",0.0372681214311063
"29",0.0280739025970371
"30",0.163729366694613
"31",0.0260968556347661
"32",0.051754370434148
"33",0.0365509780812341
"34",0.0504119945838864
"35",0.120802226561861
"36",0.012478349400029
"37",0.0668595994726929
"38",0.0228098237769414
"39",0.0689189270582371
"40",0.136017192970577
"41",0.0324629161339335
"42",0.0478360977670348
"43",0.106145617300931
"44",0.121271798923968
"45",0.0423921113342737
"46",0.0144555418213744
"47",0.0488770667658127
"48",0.0299551815928079
"49",0.0333987745087333
"50",0.0163812029874903
"51",0.0352756265762566
"52",0.0673664290098428
"53",0.0636670494027964
"54",0.0411935371714716
"55",0.0747019374076844
"56",0.124584335127268
"57",0.0298570449447871
"58",0.0597420038765665
"59",0.072046852751249
"60",0.0704172589604065
"61",0.0654894193081555
"62",0.0571607698717035
"63",0.128448586104248
"64",0.0177004830181103
"65",0.0544172167752025
"66",0.0687028188969166
"67",0.043898409424249
"68",0.0255945698884303
"69",0.130055075916023
"70",0.126685235144286
"71",0.0359179159953892
"72",0.0677325884391602
"73",0.091530391301742
"74",0.0902413353591387
"75",0.0960691514844833
"76",0.0753231701859407
"77",0.137902535763773
"78",0.0713248859918033
"79",0.137903787208803
"80",0.00148315555221066
"81",0.0271443698004751
"82",0.0653818460624729
"83",0.0359005378278133
"84",0.173756810836458
"85",0.0342564875466987
"86",0.0554967749428457
"87",0.0112289461333148
"88",0.141001453072192
"89",0.0112372865655113
"90",0.0401876426719007
"91",0.107026806103768
"92",0.0766212521658025
"93",0.0563450328516567
"94",0.00687711921060821
"95",0.0702413909389586
"96",0.0222168759941322
"97",0.0135733675925201
"98",0.0726590201551623
"99",0.0366719666864811
"100",0.0429196093821949
"101",0.0424025741238605
"102",0.027434720555853
"103",0.115405551616642
"104",0.0979793051104548
"105",0.0856794956782221
"106",0.043394581151798
"107",0.0272144183870178
"108",0.0698224327173943
"109",0.0209284098603509
"110",0.0659033543119712
"111",0.0640918112887702
"112",0.0384293044294236
"113",0.0948952032468149
"114",0.078177481995808
"115",0.112090513258376
"116",0.050043523614291
"117",0.0609965729657105
"118",0.0884228632521353
"119",0.140592181669846
"120",0.0765856125175482
"121",0.0925521643768273
"122",0.230440330976985
"123",0.0402757939461951
"124",0.13094138574884
"125",0.00591151285163419
"126",0.168236257769953
"127",0.0349894943913305
"128",0.118919842652991
"129",0.0648963151115491
"130",0.05661832725019
"131",0.0462975896347571
"132",0.0436945679736081
"133",0.0669978673521508
"134",0.0983585323232159
"135",0.0315499048560352
"136",0.0807657571484347
"137",0.0329162352967566
"138",0.01987240557154
"139",0.0805616143935626
"140",0.0366731567308503
"141",0.0190038915511708
"142",0.076110867705341
"143",0.092081729375175
"144",0.191897727924147
"145",0.172234861921422
"146",0.0956856805715662
"147",0.115610127141031
"148",0.13702598562256
"149",0.0253569684965646
"150",0.0439903592955812
"151",0.0490223182552266
"152",0.030334831691145
"153",0.0319880358505062
"154",0.0526221426234752
"155",0.062294581016088
"156",0.0284751765483222
"157",0.0701563910408769
"158",0.121845942109404
"159",0.0634478503071364
"160",0.0185821488578216
"161",0.179066023118024
"162",0.0193821589742403
"163",0.0174563743993614
"164",0.217569988533645
"165",0.0431359156444218
"166",0.0291090820586346
"167",0.128710722851457
"168",0.0269204057230343
"169",0.0406486297057052
"170",0.141571327875371
"171",0.190860250025877
"172",0.0418360290602837
"173",0.0409036128082834
"174",0.0297580207477809
"175",0.0417521168563253
"176",0.0405323364587259
"177",0.0400137814389172
"178",0.0195828106381414
"179",0.10871390105604
"180",0.048799461735939
"181",0.0564615499638387
"182",0.0988505125757922
"183",0.0305195600397453
"184",0.0192037323239802
"185",0.0461874257501795
"186",0.0807744154133184
"187",0.0613751190206825
"188",0.0325364333165514
"189",0.0215006727912522
"190",0.0618660010877081
"191",0.199788173419432
"192",0.0639997493969857
"193",0.054370586468777
"194",0.0450503958627041
"195",0.137917641875138
"196",0.0924815017835883
"197",0.163062516587506
"198",0.00562436290063414
"199",0.109525041119982
"200",0.0870154886567382
"201",0.0828034634141313
"202",0.103305460735622
"203",0.0430143502851287
"204",0.0742082914348337
"205",0.0813075316533311
"206",0.0399548653627428
"207",0.0333527896240905
"208",0.0618023492916465
"209",0.0797498962409578
"210",0.0591867492071455
"211",0.130580973212574
"212",0.0573327548808112
"213",0.209953747827891
"214",0.0403171814350659
"215",0.00827985084603004
"216",0.0186935235740421
"217",0.0333067664922808
"218",0.0243614137138257
"219",0.0827313705264606
"220",0.0411558478893648
"221",0.0225801567019985
"222",0.0296521316926902
"223",0.0664022075649759
"224",0.0502679994562284
"225",0.0565228322739613
"226",0.0820057572449648
"227",0.0229782021138592
"228",0.0858662158579357
"229",0.0432415983695224
"230",0.0291763997775075
"231",0.041707263771017
"232",0.0891220783704559
"233",0.101597945297402
"234",0.0847039223241601
"235",0.041088313005064
"236",0.049741879395793
"237",0.0045090222065604
"238",0.0686183832670017
"239",0.0618146414750437
"240",0.0929772058955976
"241",0.0499355389212599
"242",0.0451515817119763
"243",0.0434391223486972
"244",0.0881152361942046
"245",0.119938687237761
"246",0.102416723689254
"247",0.169523522367888
"248",0.080625179132535
"249",0.0823783954007181
"250",0.0549566808545989
"251",0.109927490425236
"252",0.0665634871987438
"253",0.0102960953910125
"254",0.0397225641390057
"255",0.0512551540658491
"256",0.137384578498725
"257",0.0575176348233035
"258",0.0536194065623976
"259",0.0186801465023433
"260",0.0743108971977723
"261",0.18790652269223
"262",0.215760480688216
"263",0.0190304707460511
"264",0.0989305718106931
"265",0.0884589622267821
"266",0.094488560672785
"267",0.105890823978953
"268",0.0676042131841854
"269",0.0594627539106269
"270",0.00491588177045661
"271",0.00698483571890238
"272",0.0585460211973973
"273",0.065949854841295
"274",0.0216774468086329
"275",0.0330277898021695
